CATCHMENT,NETWORK,SEASON,MMWR-YEAR,MMWR-WEEK,AGE CATEGORY,CUMULATIVE RATE,WEEKLY RATE
California,EIP,2003-04,2003,40,0-4 yr,0,0
California,EIP,2003-04,2003,41,0-4 yr,0,0
California,EIP,2003-04,2003,42,0-4 yr,0,0
California,EIP,2003-04,2003,43,0-4 yr,0,0
California,EIP,2003-04,2003,44,0-4 yr,0,0
California,EIP,2003-04,2003,45,0-4 yr,0,0
California,EIP,2003-04,2003,46,0-4 yr,0,0
California,EIP,2003-04,2003,47,0-4 yr,0,0
California,EIP,2003-04,2003,48,0-4 yr,0,0
California,EIP,2003-04,2003,49,0-4 yr,5.7,5.7
California,EIP,2003-04,2003,50,0-4 yr,24.7,19
California,EIP,2003-04,2003,51,0-4 yr,34.2,9.5
California,EIP,2003-04,2003,52,0-4 yr,39.9,5.7
California,EIP,2003-04,2003,53,0-4 yr,43.7,3.8
California,EIP,2003-04,2004,1,0-4 yr,43.7,0
California,EIP,2003-04,2004,2,0-4 yr,43.7,0
California,EIP,2003-04,2004,3,0-4 yr,43.7,0
California,EIP,2003-04,2004,4,0-4 yr,43.7,0
California,EIP,2003-04,2004,5,0-4 yr,43.7,0
California,EIP,2003-04,2004,6,0-4 yr,43.7,0
California,EIP,2003-04,2004,7,0-4 yr,43.7,0
California,EIP,2003-04,2004,8,0-4 yr,43.7,0
California,EIP,2003-04,2004,9,0-4 yr,43.7,0
California,EIP,2003-04,2004,10,0-4 yr,43.7,0
California,EIP,2003-04,2004,11,0-4 yr,43.7,0
California,EIP,2003-04,2004,12,0-4 yr,43.7,0
California,EIP,2003-04,2004,13,0-4 yr,43.7,0
California,EIP,2003-04,2004,14,0-4 yr,43.7,0
California,EIP,2003-04,2004,15,0-4 yr,43.7,0
California,EIP,2003-04,2004,16,0-4 yr,43.7,0
California,EIP,2003-04,2004,17,0-4 yr,43.7,0
California,EIP,2003-04,2003,40,5-17 yr,0,0
California,EIP,2003-04,2003,41,5-17 yr,0,0
California,EIP,2003-04,2003,42,5-17 yr,0,0
California,EIP,2003-04,2003,43,5-17 yr,0,0
California,EIP,2003-04,2003,44,5-17 yr,0.6,0.6
California,EIP,2003-04,2003,45,5-17 yr,0.6,0
California,EIP,2003-04,2003,46,5-17 yr,0.6,0
California,EIP,2003-04,2003,47,5-17 yr,0.6,0
California,EIP,2003-04,2003,48,5-17 yr,1.2,0.6
California,EIP,2003-04,2003,49,5-17 yr,1.2,0
California,EIP,2003-04,2003,50,5-17 yr,1.2,0
California,EIP,2003-04,2003,51,5-17 yr,1.2,0
California,EIP,2003-04,2003,52,5-17 yr,1.8,0.6
California,EIP,2003-04,2003,53,5-17 yr,1.8,0
California,EIP,2003-04,2004,1,5-17 yr,1.8,0
California,EIP,2003-04,2004,2,5-17 yr,1.8,0
California,EIP,2003-04,2004,3,5-17 yr,1.8,0
California,EIP,2003-04,2004,4,5-17 yr,1.8,0
California,EIP,2003-04,2004,5,5-17 yr,1.8,0
California,EIP,2003-04,2004,6,5-17 yr,1.8,0
California,EIP,2003-04,2004,7,5-17 yr,1.8,0
California,EIP,2003-04,2004,8,5-17 yr,1.8,0
California,EIP,2003-04,2004,9,5-17 yr,1.8,0
California,EIP,2003-04,2004,10,5-17 yr,1.8,0
California,EIP,2003-04,2004,11,5-17 yr,1.8,0
California,EIP,2003-04,2004,12,5-17 yr,1.8,0
California,EIP,2003-04,2004,13,5-17 yr,1.8,0
California,EIP,2003-04,2004,14,5-17 yr,1.8,0
California,EIP,2003-04,2004,15,5-17 yr,1.8,0
California,EIP,2003-04,2004,16,5-17 yr,1.8,0
California,EIP,2003-04,2004,17,5-17 yr,1.8,0
California,EIP,2003-04,2003,40,Overall,0,0
California,EIP,2003-04,2003,41,Overall,0,0
California,EIP,2003-04,2003,42,Overall,0,0
California,EIP,2003-04,2003,43,Overall,0,0
California,EIP,2003-04,2003,44,Overall,0.5,0.5
California,EIP,2003-04,2003,45,Overall,0.5,0
California,EIP,2003-04,2003,46,Overall,0.5,0
California,EIP,2003-04,2003,47,Overall,0.5,0
California,EIP,2003-04,2003,48,Overall,0.9,0.5
California,EIP,2003-04,2003,49,Overall,2.3,1.4
California,EIP,2003-04,2003,50,Overall,6.9,4.6
California,EIP,2003-04,2003,51,Overall,9.2,2.3
California,EIP,2003-04,2003,52,Overall,11.1,1.8
California,EIP,2003-04,2003,53,Overall,12,0.9
California,EIP,2003-04,2004,1,Overall,12,0
California,EIP,2003-04,2004,2,Overall,12,0
California,EIP,2003-04,2004,3,Overall,12,0
California,EIP,2003-04,2004,4,Overall,12,0
California,EIP,2003-04,2004,5,Overall,12,0
California,EIP,2003-04,2004,6,Overall,12,0
California,EIP,2003-04,2004,7,Overall,12,0
California,EIP,2003-04,2004,8,Overall,12,0
California,EIP,2003-04,2004,9,Overall,12,0
California,EIP,2003-04,2004,10,Overall,12,0
California,EIP,2003-04,2004,11,Overall,12,0
California,EIP,2003-04,2004,12,Overall,12,0
California,EIP,2003-04,2004,13,Overall,12,0
California,EIP,2003-04,2004,14,Overall,12,0
California,EIP,2003-04,2004,15,Overall,12,0
California,EIP,2003-04,2004,16,Overall,12,0
California,EIP,2003-04,2004,17,Overall,12,0
California,EIP,2004-05,2004,40,0-4 yr,0,0
California,EIP,2004-05,2004,41,0-4 yr,0,0
California,EIP,2004-05,2004,42,0-4 yr,0,0
California,EIP,2004-05,2004,43,0-4 yr,0,0
California,EIP,2004-05,2004,44,0-4 yr,0,0
California,EIP,2004-05,2004,45,0-4 yr,0,0
California,EIP,2004-05,2004,46,0-4 yr,0,0
California,EIP,2004-05,2004,47,0-4 yr,0,0
California,EIP,2004-05,2004,48,0-4 yr,0,0
California,EIP,2004-05,2004,49,0-4 yr,0,0
California,EIP,2004-05,2004,50,0-4 yr,0,0
California,EIP,2004-05,2004,51,0-4 yr,0,0
California,EIP,2004-05,2004,52,0-4 yr,0,0
California,EIP,2004-05,2005,1,0-4 yr,1.9,1.9
California,EIP,2004-05,2005,2,0-4 yr,3.7,1.9
California,EIP,2004-05,2005,3,0-4 yr,3.7,0
California,EIP,2004-05,2005,4,0-4 yr,3.7,0
California,EIP,2004-05,2005,5,0-4 yr,3.7,0
California,EIP,2004-05,2005,6,0-4 yr,3.7,0
California,EIP,2004-05,2005,7,0-4 yr,3.7,0
California,EIP,2004-05,2005,8,0-4 yr,3.7,0
California,EIP,2004-05,2005,9,0-4 yr,3.7,0
California,EIP,2004-05,2005,10,0-4 yr,3.7,0
California,EIP,2004-05,2005,11,0-4 yr,3.7,0
California,EIP,2004-05,2005,12,0-4 yr,3.7,0
California,EIP,2004-05,2005,13,0-4 yr,5.6,1.9
California,EIP,2004-05,2005,14,0-4 yr,5.6,0
California,EIP,2004-05,2005,15,0-4 yr,5.6,0
California,EIP,2004-05,2005,16,0-4 yr,5.6,0
California,EIP,2004-05,2005,17,0-4 yr,5.6,0
California,EIP,2004-05,2004,40,5-17 yr,0,0
California,EIP,2004-05,2004,41,5-17 yr,0,0
California,EIP,2004-05,2004,42,5-17 yr,0,0
California,EIP,2004-05,2004,43,5-17 yr,0,0
California,EIP,2004-05,2004,44,5-17 yr,0,0
California,EIP,2004-05,2004,45,5-17 yr,0,0
California,EIP,2004-05,2004,46,5-17 yr,0,0
California,EIP,2004-05,2004,47,5-17 yr,0,0
California,EIP,2004-05,2004,48,5-17 yr,0,0
California,EIP,2004-05,2004,49,5-17 yr,0,0
California,EIP,2004-05,2004,50,5-17 yr,0,0
California,EIP,2004-05,2004,51,5-17 yr,0,0
California,EIP,2004-05,2004,52,5-17 yr,0,0
California,EIP,2004-05,2005,1,5-17 yr,0,0
California,EIP,2004-05,2005,2,5-17 yr,0.6,0.6
California,EIP,2004-05,2005,3,5-17 yr,0.6,0
California,EIP,2004-05,2005,4,5-17 yr,0.6,0
California,EIP,2004-05,2005,5,5-17 yr,0.6,0
California,EIP,2004-05,2005,6,5-17 yr,0.6,0
California,EIP,2004-05,2005,7,5-17 yr,0.6,0
California,EIP,2004-05,2005,8,5-17 yr,0.6,0
California,EIP,2004-05,2005,9,5-17 yr,0.6,0
California,EIP,2004-05,2005,10,5-17 yr,0.6,0
California,EIP,2004-05,2005,11,5-17 yr,0.6,0
California,EIP,2004-05,2005,12,5-17 yr,0.6,0
California,EIP,2004-05,2005,13,5-17 yr,0.6,0
California,EIP,2004-05,2005,14,5-17 yr,0.6,0
California,EIP,2004-05,2005,15,5-17 yr,0.6,0
California,EIP,2004-05,2005,16,5-17 yr,0.6,0
California,EIP,2004-05,2005,17,5-17 yr,0.6,0
California,EIP,2004-05,2004,40,Overall,0,0
California,EIP,2004-05,2004,41,Overall,0,0
California,EIP,2004-05,2004,42,Overall,0,0
California,EIP,2004-05,2004,43,Overall,0,0
California,EIP,2004-05,2004,44,Overall,0,0
California,EIP,2004-05,2004,45,Overall,0,0
California,EIP,2004-05,2004,46,Overall,0,0
California,EIP,2004-05,2004,47,Overall,0,0
California,EIP,2004-05,2004,48,Overall,0,0
California,EIP,2004-05,2004,49,Overall,0,0
California,EIP,2004-05,2004,50,Overall,0,0
California,EIP,2004-05,2004,51,Overall,0,0
California,EIP,2004-05,2004,52,Overall,0,0
California,EIP,2004-05,2005,1,Overall,0.5,0.5
California,EIP,2004-05,2005,2,Overall,1.4,0.9
California,EIP,2004-05,2005,3,Overall,1.4,0
California,EIP,2004-05,2005,4,Overall,1.4,0
California,EIP,2004-05,2005,5,Overall,1.4,0
California,EIP,2004-05,2005,6,Overall,1.4,0
California,EIP,2004-05,2005,7,Overall,1.4,0
California,EIP,2004-05,2005,8,Overall,1.4,0
California,EIP,2004-05,2005,9,Overall,1.4,0
California,EIP,2004-05,2005,10,Overall,1.4,0
California,EIP,2004-05,2005,11,Overall,1.4,0
California,EIP,2004-05,2005,12,Overall,1.4,0
California,EIP,2004-05,2005,13,Overall,1.8,0.5
California,EIP,2004-05,2005,14,Overall,1.8,0
California,EIP,2004-05,2005,15,Overall,1.8,0
California,EIP,2004-05,2005,16,Overall,1.8,0
California,EIP,2004-05,2005,17,Overall,1.8,0
California,EIP,2005-06,2005,40,0-4 yr,0.9,0.9
California,EIP,2005-06,2005,41,0-4 yr,2.6,1.7
California,EIP,2005-06,2005,42,0-4 yr,2.6,0
California,EIP,2005-06,2005,43,0-4 yr,2.6,0
California,EIP,2005-06,2005,44,0-4 yr,2.6,0
California,EIP,2005-06,2005,45,0-4 yr,2.6,0
California,EIP,2005-06,2005,46,0-4 yr,2.6,0
California,EIP,2005-06,2005,47,0-4 yr,4.4,1.7
California,EIP,2005-06,2005,48,0-4 yr,5.2,0.9
California,EIP,2005-06,2005,49,0-4 yr,7,1.7
California,EIP,2005-06,2005,50,0-4 yr,7.8,0.9
California,EIP,2005-06,2005,51,0-4 yr,14.8,7
California,EIP,2005-06,2005,52,0-4 yr,22.6,7.8
California,EIP,2005-06,2006,1,0-4 yr,27,4.4
California,EIP,2005-06,2006,2,0-4 yr,30.5,3.5
California,EIP,2005-06,2006,3,0-4 yr,33.1,2.6
California,EIP,2005-06,2006,4,0-4 yr,35.7,2.6
California,EIP,2005-06,2006,5,0-4 yr,38.3,2.6
California,EIP,2005-06,2006,6,0-4 yr,40,1.7
California,EIP,2005-06,2006,7,0-4 yr,42.7,2.6
California,EIP,2005-06,2006,8,0-4 yr,47,4.4
California,EIP,2005-06,2006,9,0-4 yr,47.9,0.9
California,EIP,2005-06,2006,10,0-4 yr,49.6,1.7
California,EIP,2005-06,2006,11,0-4 yr,49.6,0
California,EIP,2005-06,2006,12,0-4 yr,51.4,1.7
California,EIP,2005-06,2006,13,0-4 yr,52.2,0.9
California,EIP,2005-06,2006,14,0-4 yr,54,1.7
California,EIP,2005-06,2006,15,0-4 yr,55.7,1.7
California,EIP,2005-06,2006,16,0-4 yr,56.6,0.9
California,EIP,2005-06,2006,17,0-4 yr,56.6,0
California,EIP,2005-06,2005,40,5-17 yr,0,0
California,EIP,2005-06,2005,41,5-17 yr,0,0
California,EIP,2005-06,2005,42,5-17 yr,0,0
California,EIP,2005-06,2005,43,5-17 yr,0,0
California,EIP,2005-06,2005,44,5-17 yr,0,0
California,EIP,2005-06,2005,45,5-17 yr,0,0
California,EIP,2005-06,2005,46,5-17 yr,0,0
California,EIP,2005-06,2005,47,5-17 yr,0,0
California,EIP,2005-06,2005,48,5-17 yr,0,0
California,EIP,2005-06,2005,49,5-17 yr,0,0
California,EIP,2005-06,2005,50,5-17 yr,0,0
California,EIP,2005-06,2005,51,5-17 yr,0,0
California,EIP,2005-06,2005,52,5-17 yr,0,0
California,EIP,2005-06,2006,1,5-17 yr,0,0
California,EIP,2005-06,2006,2,5-17 yr,0,0
California,EIP,2005-06,2006,3,5-17 yr,0,0
California,EIP,2005-06,2006,4,5-17 yr,0,0
California,EIP,2005-06,2006,5,5-17 yr,0,0
California,EIP,2005-06,2006,6,5-17 yr,0,0
California,EIP,2005-06,2006,7,5-17 yr,0,0
California,EIP,2005-06,2006,8,5-17 yr,0,0
California,EIP,2005-06,2006,9,5-17 yr,0,0
California,EIP,2005-06,2006,10,5-17 yr,0,0
California,EIP,2005-06,2006,11,5-17 yr,0,0
California,EIP,2005-06,2006,12,5-17 yr,0,0
California,EIP,2005-06,2006,13,5-17 yr,0,0
California,EIP,2005-06,2006,14,5-17 yr,0,0
California,EIP,2005-06,2006,15,5-17 yr,0,0
California,EIP,2005-06,2006,16,5-17 yr,0,0
California,EIP,2005-06,2006,17,5-17 yr,0,0
California,EIP,2005-06,2005,40,18-49 yr,0,0
California,EIP,2005-06,2005,41,18-49 yr,0,0
California,EIP,2005-06,2005,42,18-49 yr,0,0
California,EIP,2005-06,2005,43,18-49 yr,0,0
California,EIP,2005-06,2005,44,18-49 yr,0,0
California,EIP,2005-06,2005,45,18-49 yr,0,0
California,EIP,2005-06,2005,46,18-49 yr,0,0
California,EIP,2005-06,2005,47,18-49 yr,0,0
California,EIP,2005-06,2005,48,18-49 yr,0,0
California,EIP,2005-06,2005,49,18-49 yr,0,0
California,EIP,2005-06,2005,50,18-49 yr,0,0
California,EIP,2005-06,2005,51,18-49 yr,0,0
California,EIP,2005-06,2005,52,18-49 yr,0,0
California,EIP,2005-06,2006,1,18-49 yr,0,0
California,EIP,2005-06,2006,2,18-49 yr,0,0
California,EIP,2005-06,2006,3,18-49 yr,0,0
California,EIP,2005-06,2006,4,18-49 yr,0.2,0.2
California,EIP,2005-06,2006,5,18-49 yr,0.2,0
California,EIP,2005-06,2006,6,18-49 yr,0.2,0
California,EIP,2005-06,2006,7,18-49 yr,0.2,0
California,EIP,2005-06,2006,8,18-49 yr,0.2,0
California,EIP,2005-06,2006,9,18-49 yr,0.2,0
California,EIP,2005-06,2006,10,18-49 yr,0.2,0
California,EIP,2005-06,2006,11,18-49 yr,0.2,0
California,EIP,2005-06,2006,12,18-49 yr,0.2,0
California,EIP,2005-06,2006,13,18-49 yr,0.2,0
California,EIP,2005-06,2006,14,18-49 yr,0.2,0
California,EIP,2005-06,2006,15,18-49 yr,0.2,0
California,EIP,2005-06,2006,16,18-49 yr,0.2,0
California,EIP,2005-06,2006,17,18-49 yr,0.2,0
California,EIP,2005-06,2005,40,50-64 yr,0,0
California,EIP,2005-06,2005,41,50-64 yr,0,0
California,EIP,2005-06,2005,42,50-64 yr,0,0
California,EIP,2005-06,2005,43,50-64 yr,0,0
California,EIP,2005-06,2005,44,50-64 yr,0,0
California,EIP,2005-06,2005,45,50-64 yr,0,0
California,EIP,2005-06,2005,46,50-64 yr,0,0
California,EIP,2005-06,2005,47,50-64 yr,0,0
California,EIP,2005-06,2005,48,50-64 yr,0,0
California,EIP,2005-06,2005,49,50-64 yr,0,0
California,EIP,2005-06,2005,50,50-64 yr,0,0
California,EIP,2005-06,2005,51,50-64 yr,0.5,0.5
California,EIP,2005-06,2005,52,50-64 yr,1,0.5
California,EIP,2005-06,2006,1,50-64 yr,1.5,0.5
California,EIP,2005-06,2006,2,50-64 yr,1.5,0
California,EIP,2005-06,2006,3,50-64 yr,1.5,0
California,EIP,2005-06,2006,4,50-64 yr,1.9,0.5
California,EIP,2005-06,2006,5,50-64 yr,1.9,0
California,EIP,2005-06,2006,6,50-64 yr,1.9,0
California,EIP,2005-06,2006,7,50-64 yr,1.9,0
California,EIP,2005-06,2006,8,50-64 yr,1.9,0
California,EIP,2005-06,2006,9,50-64 yr,1.9,0
California,EIP,2005-06,2006,10,50-64 yr,1.9,0
California,EIP,2005-06,2006,11,50-64 yr,1.9,0
California,EIP,2005-06,2006,12,50-64 yr,1.9,0
California,EIP,2005-06,2006,13,50-64 yr,1.9,0
California,EIP,2005-06,2006,14,50-64 yr,1.9,0
California,EIP,2005-06,2006,15,50-64 yr,1.9,0
California,EIP,2005-06,2006,16,50-64 yr,1.9,0
California,EIP,2005-06,2006,17,50-64 yr,1.9,0
California,EIP,2005-06,2005,40,65+ yr,0,0
California,EIP,2005-06,2005,41,65+ yr,0,0
California,EIP,2005-06,2005,42,65+ yr,0,0
California,EIP,2005-06,2005,43,65+ yr,0,0
California,EIP,2005-06,2005,44,65+ yr,0,0
California,EIP,2005-06,2005,45,65+ yr,0,0
California,EIP,2005-06,2005,46,65+ yr,0,0
California,EIP,2005-06,2005,47,65+ yr,0,0
California,EIP,2005-06,2005,48,65+ yr,0,0
California,EIP,2005-06,2005,49,65+ yr,0.8,0.8
California,EIP,2005-06,2005,50,65+ yr,0.8,0
California,EIP,2005-06,2005,51,65+ yr,3.2,2.4
California,EIP,2005-06,2005,52,65+ yr,5.6,2.4
California,EIP,2005-06,2006,1,65+ yr,6.3,0.8
California,EIP,2005-06,2006,2,65+ yr,7.1,0.8
California,EIP,2005-06,2006,3,65+ yr,7.1,0
California,EIP,2005-06,2006,4,65+ yr,7.9,0.8
California,EIP,2005-06,2006,5,65+ yr,7.9,0
California,EIP,2005-06,2006,6,65+ yr,8.7,0.8
California,EIP,2005-06,2006,7,65+ yr,8.7,0
California,EIP,2005-06,2006,8,65+ yr,8.7,0
California,EIP,2005-06,2006,9,65+ yr,8.7,0
California,EIP,2005-06,2006,10,65+ yr,8.7,0
California,EIP,2005-06,2006,11,65+ yr,8.7,0
California,EIP,2005-06,2006,12,65+ yr,8.7,0
California,EIP,2005-06,2006,13,65+ yr,8.7,0
California,EIP,2005-06,2006,14,65+ yr,8.7,0
California,EIP,2005-06,2006,15,65+ yr,8.7,0
California,EIP,2005-06,2006,16,65+ yr,8.7,0
California,EIP,2005-06,2006,17,65+ yr,8.7,0
California,EIP,2005-06,2005,40,Overall,0.1,0.1
California,EIP,2005-06,2005,41,Overall,0.3,0.2
California,EIP,2005-06,2005,42,Overall,0.3,0
California,EIP,2005-06,2005,43,Overall,0.3,0
California,EIP,2005-06,2005,44,Overall,0.3,0
California,EIP,2005-06,2005,45,Overall,0.3,0
California,EIP,2005-06,2005,46,Overall,0.3,0
California,EIP,2005-06,2005,47,Overall,0.5,0.2
California,EIP,2005-06,2005,48,Overall,0.6,0.1
California,EIP,2005-06,2005,49,Overall,0.8,0.3
California,EIP,2005-06,2005,50,Overall,0.9,0.1
California,EIP,2005-06,2005,51,Overall,2.1,1.1
California,EIP,2005-06,2005,52,Overall,3.3,1.2
California,EIP,2005-06,2006,1,Overall,3.9,0.7
California,EIP,2005-06,2006,2,Overall,4.4,0.5
California,EIP,2005-06,2006,3,Overall,4.7,0.3
California,EIP,2005-06,2006,4,Overall,5.2,0.6
California,EIP,2005-06,2006,5,Overall,5.5,0.3
California,EIP,2005-06,2006,6,Overall,5.8,0.3
California,EIP,2005-06,2006,7,Overall,6.1,0.3
California,EIP,2005-06,2006,8,Overall,6.5,0.5
California,EIP,2005-06,2006,9,Overall,6.6,0.1
California,EIP,2005-06,2006,10,Overall,6.8,0.2
California,EIP,2005-06,2006,11,Overall,6.8,0
California,EIP,2005-06,2006,12,Overall,7,0.2
California,EIP,2005-06,2006,13,Overall,7.1,0.1
California,EIP,2005-06,2006,14,Overall,7.3,0.2
California,EIP,2005-06,2006,15,Overall,7.5,0.2
California,EIP,2005-06,2006,16,Overall,7.6,0.1
California,EIP,2005-06,2006,17,Overall,7.6,0
California,EIP,2005-06,2005,40,65-74 yr,0,0
California,EIP,2005-06,2005,41,65-74 yr,0,0
California,EIP,2005-06,2005,42,65-74 yr,0,0
California,EIP,2005-06,2005,43,65-74 yr,0,0
California,EIP,2005-06,2005,44,65-74 yr,0,0
California,EIP,2005-06,2005,45,65-74 yr,0,0
California,EIP,2005-06,2005,46,65-74 yr,0,0
California,EIP,2005-06,2005,47,65-74 yr,0,0
California,EIP,2005-06,2005,48,65-74 yr,0,0
California,EIP,2005-06,2005,49,65-74 yr,1.5,1.5
California,EIP,2005-06,2005,50,65-74 yr,1.5,0
California,EIP,2005-06,2005,51,65-74 yr,1.5,0
California,EIP,2005-06,2005,52,65-74 yr,1.5,0
California,EIP,2005-06,2006,1,65-74 yr,1.5,0
California,EIP,2005-06,2006,2,65-74 yr,2.9,1.5
California,EIP,2005-06,2006,3,65-74 yr,2.9,0
California,EIP,2005-06,2006,4,65-74 yr,2.9,0
California,EIP,2005-06,2006,5,65-74 yr,2.9,0
California,EIP,2005-06,2006,6,65-74 yr,2.9,0
California,EIP,2005-06,2006,7,65-74 yr,2.9,0
California,EIP,2005-06,2006,8,65-74 yr,2.9,0
California,EIP,2005-06,2006,9,65-74 yr,2.9,0
California,EIP,2005-06,2006,10,65-74 yr,2.9,0
California,EIP,2005-06,2006,11,65-74 yr,2.9,0
California,EIP,2005-06,2006,12,65-74 yr,2.9,0
California,EIP,2005-06,2006,13,65-74 yr,2.9,0
California,EIP,2005-06,2006,14,65-74 yr,2.9,0
California,EIP,2005-06,2006,15,65-74 yr,2.9,0
California,EIP,2005-06,2006,16,65-74 yr,2.9,0
California,EIP,2005-06,2006,17,65-74 yr,2.9,0
California,EIP,2005-06,2005,40,75-84 yr,0,0
California,EIP,2005-06,2005,41,75-84 yr,0,0
California,EIP,2005-06,2005,42,75-84 yr,0,0
California,EIP,2005-06,2005,43,75-84 yr,0,0
California,EIP,2005-06,2005,44,75-84 yr,0,0
California,EIP,2005-06,2005,45,75-84 yr,0,0
California,EIP,2005-06,2005,46,75-84 yr,0,0
California,EIP,2005-06,2005,47,75-84 yr,0,0
California,EIP,2005-06,2005,48,75-84 yr,0,0
California,EIP,2005-06,2005,49,75-84 yr,0,0
California,EIP,2005-06,2005,50,75-84 yr,0,0
California,EIP,2005-06,2005,51,75-84 yr,6.8,6.8
California,EIP,2005-06,2005,52,75-84 yr,9.1,2.3
California,EIP,2005-06,2006,1,75-84 yr,11.4,2.3
California,EIP,2005-06,2006,2,75-84 yr,11.4,0
California,EIP,2005-06,2006,3,75-84 yr,11.4,0
California,EIP,2005-06,2006,4,75-84 yr,13.6,2.3
California,EIP,2005-06,2006,5,75-84 yr,13.6,0
California,EIP,2005-06,2006,6,75-84 yr,13.6,0
California,EIP,2005-06,2006,7,75-84 yr,13.6,0
California,EIP,2005-06,2006,8,75-84 yr,13.6,0
California,EIP,2005-06,2006,9,75-84 yr,13.6,0
California,EIP,2005-06,2006,10,75-84 yr,13.6,0
California,EIP,2005-06,2006,11,75-84 yr,13.6,0
California,EIP,2005-06,2006,12,75-84 yr,13.6,0
California,EIP,2005-06,2006,13,75-84 yr,13.6,0
California,EIP,2005-06,2006,14,75-84 yr,13.6,0
California,EIP,2005-06,2006,15,75-84 yr,13.6,0
California,EIP,2005-06,2006,16,75-84 yr,13.6,0
California,EIP,2005-06,2006,17,75-84 yr,13.6,0
California,EIP,2005-06,2005,40,85+,0,0
California,EIP,2005-06,2005,41,85+,0,0
California,EIP,2005-06,2005,42,85+,0,0
California,EIP,2005-06,2005,43,85+,0,0
California,EIP,2005-06,2005,44,85+,0,0
California,EIP,2005-06,2005,45,85+,0,0
California,EIP,2005-06,2005,46,85+,0,0
California,EIP,2005-06,2005,47,85+,0,0
California,EIP,2005-06,2005,48,85+,0,0
California,EIP,2005-06,2005,49,85+,0,0
California,EIP,2005-06,2005,50,85+,0,0
California,EIP,2005-06,2005,51,85+,0,0
California,EIP,2005-06,2005,52,85+,14.5,14.5
California,EIP,2005-06,2006,1,85+,14.5,0
California,EIP,2005-06,2006,2,85+,14.5,0
California,EIP,2005-06,2006,3,85+,14.5,0
California,EIP,2005-06,2006,4,85+,14.5,0
California,EIP,2005-06,2006,5,85+,14.5,0
California,EIP,2005-06,2006,6,85+,21.7,7.2
California,EIP,2005-06,2006,7,85+,21.7,0
California,EIP,2005-06,2006,8,85+,21.7,0
California,EIP,2005-06,2006,9,85+,21.7,0
California,EIP,2005-06,2006,10,85+,21.7,0
California,EIP,2005-06,2006,11,85+,21.7,0
California,EIP,2005-06,2006,12,85+,21.7,0
California,EIP,2005-06,2006,13,85+,21.7,0
California,EIP,2005-06,2006,14,85+,21.7,0
California,EIP,2005-06,2006,15,85+,21.7,0
California,EIP,2005-06,2006,16,85+,21.7,0
California,EIP,2005-06,2006,17,85+,21.7,0
California,EIP,2006-07,2006,40,0-4 yr,0,0
California,EIP,2006-07,2006,41,0-4 yr,0,0
California,EIP,2006-07,2006,42,0-4 yr,0,0
California,EIP,2006-07,2006,43,0-4 yr,0,0
California,EIP,2006-07,2006,44,0-4 yr,0.5,0.5
California,EIP,2006-07,2006,45,0-4 yr,0.5,0
California,EIP,2006-07,2006,46,0-4 yr,0.5,0
California,EIP,2006-07,2006,47,0-4 yr,0.5,0
California,EIP,2006-07,2006,48,0-4 yr,1,0.5
California,EIP,2006-07,2006,49,0-4 yr,1,0
California,EIP,2006-07,2006,50,0-4 yr,1,0
California,EIP,2006-07,2006,51,0-4 yr,1,0
California,EIP,2006-07,2006,52,0-4 yr,2.5,1.5
California,EIP,2006-07,2007,1,0-4 yr,3,0.5
California,EIP,2006-07,2007,2,0-4 yr,3.5,0.5
California,EIP,2006-07,2007,3,0-4 yr,4.6,1
California,EIP,2006-07,2007,4,0-4 yr,6.6,2
California,EIP,2006-07,2007,5,0-4 yr,9.6,3
California,EIP,2006-07,2007,6,0-4 yr,14.2,4.6
California,EIP,2006-07,2007,7,0-4 yr,19.2,5.1
California,EIP,2006-07,2007,8,0-4 yr,21.8,2.5
California,EIP,2006-07,2007,9,0-4 yr,21.8,0
California,EIP,2006-07,2007,10,0-4 yr,21.8,0
California,EIP,2006-07,2007,11,0-4 yr,21.8,0
California,EIP,2006-07,2007,12,0-4 yr,22.3,0.5
California,EIP,2006-07,2007,13,0-4 yr,22.3,0
California,EIP,2006-07,2007,14,0-4 yr,22.3,0
California,EIP,2006-07,2007,15,0-4 yr,22.3,0
California,EIP,2006-07,2007,16,0-4 yr,22.3,0
California,EIP,2006-07,2007,17,0-4 yr,22.3,0
California,EIP,2006-07,2006,40,5-17 yr,0,0
California,EIP,2006-07,2006,41,5-17 yr,0,0
California,EIP,2006-07,2006,42,5-17 yr,0,0
California,EIP,2006-07,2006,43,5-17 yr,0,0
California,EIP,2006-07,2006,44,5-17 yr,0,0
California,EIP,2006-07,2006,45,5-17 yr,0,0
California,EIP,2006-07,2006,46,5-17 yr,0,0
California,EIP,2006-07,2006,47,5-17 yr,0,0
California,EIP,2006-07,2006,48,5-17 yr,0,0
California,EIP,2006-07,2006,49,5-17 yr,0,0
California,EIP,2006-07,2006,50,5-17 yr,0,0
California,EIP,2006-07,2006,51,5-17 yr,0.2,0.2
California,EIP,2006-07,2006,52,5-17 yr,0.2,0
California,EIP,2006-07,2007,1,5-17 yr,0.2,0
California,EIP,2006-07,2007,2,5-17 yr,0.2,0
California,EIP,2006-07,2007,3,5-17 yr,0.6,0.4
California,EIP,2006-07,2007,4,5-17 yr,1.2,0.6
California,EIP,2006-07,2007,5,5-17 yr,1.4,0.2
